SalesChannel,WarehouseCode,OrderDate,ShipDate,DeliveryDate,SalesRegion,CustomerName,StoreLocation,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
Online,WARE-UHY1004,2019-07-06,2019-07-24,2019-07-25,South,S.S.S. Group,Nevada,Bakeware,3,0.1,1956.4,782.56
Online,WARE-NBV1002,2019-07-06,2019-08-02,2019-08-12,Northeast,Llorens Ltd,California,Candles,8,0.4,1085.4,434.16
Distributor,WARE-PUJ1005,2019-07-06,2019-07-22,2019-07-29,Midwest,Pacific Ltd,Texas,Sculptures,1,0.1,1112.2,934.248
Distributor,WARE-NBV1002,2019-07-06,2019-07-29,2019-08-02,West,Medline ,California,Computers,3,0.05,247.9,146.261
In-Store,WARE-UHY1004,2019-07-07,2019-07-11,2019-07-18,Midwest,Select ,New Mexico,Platters,4,0.05,1139,728.96
In-Store,WARE-NMK1003,2019-07-07,2019-08-04,2019-08-05,West,Weimei Corp,Florida,Dining Furniture,1,0.4,1038.5,633.485
Distributor,WARE-NMK1003,2019-07-07,2019-07-15,2019-07-16,Midwest,U.S. Ltd,Illinois,TV and video,3,0.05,1078.7,841.386
In-Store,WARE-NMK1003,2019-07-07,2019-07-14,2019-07-19,South,"Apotheca, Ltd",Indiana,Floor Lamps,3,0.075,3604.6,2270.898
Distributor,WARE-NMK1003,2019-07-07,2019-07-15,2019-07-16,Midwest,"3LAB, Ltd",Georgia,Table Lamps,7,0.075,871,531.31
Wholesale,WARE-NMK1003,2019-07-07,2019-07-18,2019-07-28,West,Niconovum Corp,Florida,Candles,3,0.05,984.9,512.148
Online,WARE-NMK1003,2019-07-07,2019-07-29,2019-08-08,South,Victory Ltd,Illinois,Floral,8,0.2,5989.8,4552.248
Wholesale,WARE-NBV1002,2019-07-07,2019-07-21,2019-07-26,Northeast,Dharma Ltd,California,Audio,5,0.1,978.2,616.266
Wholesale,WARE-XYS1001,2019-07-07,2019-07-23,2019-07-26,Northeast,Medsep Group,Alabama,Bathroom Furniture,7,0.1,1701.8,1429.512
Online,WARE-NMK1003,2019-07-07,2019-07-10,2019-07-19,Midwest,Burt's Corp,Illinois,Computers,8,0.15,1688.4,1080.576
In-Store,WARE-NMK1003,2019-07-08,2019-07-18,2019-07-21,Northeast,"3LAB, Ltd",Illinois,Pillows,5,0.05,2479,1065.97
Wholesale,WARE-XYS1001,2019-07-08,2019-07-19,2019-07-27,South,Llorens Ltd,California,Serveware,6,0.05,214.4,175.808
Online,WARE-XYS1001,2019-07-08,2019-08-01,2019-08-04,Midwest,Weimei Corp,California,Mirrors,6,0.3,1902.8,1046.54
In-Store,WARE-PUJ1005,2019-07-08,2019-07-28,2019-08-01,Midwest,Apollo Ltd,New York,Mirrors,4,0.05,268,214.4
In-Store,WARE-XYS1001,2019-07-08,2019-07-23,2019-07-24,Northeast,Procter Corp,California,Vanities,8,0.15,884.4,725.208
Online,WARE-NMK1003,2019-07-08,2019-07-26,2019-08-05,Midwest,OHTA'S Corp,Kansas,Cookware,7,0.1,1118.9,939.876
Online,WARE-XYS1001,2019-07-08,2019-07-30,2019-08-05,West,21st Ltd,Arizona,Wardrobes,4,0.075,1976.5,1462.61
In-Store,WARE-XYS1001,2019-07-09,2019-07-27,2019-08-03,Northeast,Weimei Corp,California,Cocktail Glasses,5,0.1,6411.9,3526.545
Online,WARE-MKL1006,2019-07-09,2019-07-26,2019-08-04,Midwest,Eminence Corp,Texas,Wardrobes,5,0.075,1279.7,870.196
In-Store,WARE-NBV1002,2019-07-09,2019-07-25,2019-07-30,Midwest,Avon Corp,California,Festive,2,0.05,1051.9,831.001
Online,WARE-NMK1003,2019-07-09,2019-07-31,2019-08-01,West,Llorens Ltd,Florida,Cookware,1,0.05,1889.4,1020.276
Online,WARE-UHY1004,2019-07-09,2019-07-28,2019-08-07,West,Bare ,Massachusetts,Computers,2,0.05,1078.7,528.563
Online,WARE-UHY1004,2019-07-09,2019-07-11,2019-07-16,West,"Fenwal, Corp",Nebraska,Furniture Cushions,2,0.15,2505.8,1678.886
Online,WARE-MKL1006,2019-07-10,2019-07-29,2019-08-04,Midwest,Ole Group,Texas,Blankets,5,0.15,2847.5,1708.5
In-Store,WARE-PUJ1005,2019-07-10,2019-07-16,2019-07-17,West,Rochester Ltd,New York,Furniture Cushions,2,0.05,2780.5,1445.86
Distributor,WARE-PUJ1005,2019-07-10,2019-07-29,2019-08-02,Midwest,Medline ,Oklahoma,Accessories,7,0.05,2358.4,1249.952
In-Store,WARE-PUJ1005,2019-07-10,2019-08-02,2019-08-07,Northeast,Pure Group,Texas,Basketball,3,0.05,6411.9,4680.687
In-Store,WARE-XYS1001,2019-07-10,2019-07-20,2019-07-23,West,Ascend Ltd,California,Serveware,6,0.075,1118.9,469.938
Distributor,WARE-NBV1002,2019-07-10,2019-08-05,2019-08-15,Northeast,Sundial ,California,Dining Furniture,2,0.1,5279.6,3431.74
Wholesale,WARE-PUJ1005,2019-07-10,2019-07-16,2019-07-26,South,Weimei Corp,Ohio,Wall Frames,6,0.15,1172.5,644.875
Distributor,WARE-XYS1001,2019-07-10,2019-07-16,2019-07-19,South,Bare ,Arkansas,Bar Tools,8,0.1,1045.2,480.792
Online,WARE-UHY1004,2019-07-10,2019-08-07,2019-08-08,Midwest,Avon Corp,Louisiana,Collectibles,5,0.05,1025.1,635.562
In-Store,WARE-NBV1002,2019-07-10,2019-08-04,2019-08-11,West,Bare ,California,Floral,6,0.1,5420.3,3577.398
Distributor,WARE-MKL1006,2019-07-11,2019-07-26,2019-07-30,South,AuroMedics Corp,Texas,Wreaths,2,0.05,844.2,616.266
In-Store,WARE-NMK1003,2019-07-11,2019-07-17,2019-07-19,Midwest,Llorens Ltd,Illinois,Vases,4,0.15,3859.2,3241.728
Online,WARE-PUJ1005,2019-07-11,2019-08-01,2019-08-08,Midwest,Nipro ,Tennessee,Audio,5,0.1,3986.5,2232.44
In-Store,WARE-NMK1003,2019-07-12,2019-08-07,2019-08-14,West,Rochester Ltd,Colorado,Wine Storage,5,0.15,1829.1,859.677
Wholesale,WARE-NMK1003,2019-07-12,2019-07-25,2019-07-26,South,Apollo Ltd,Illinois,Phones,8,0.3,2425.4,1455.24
Online,WARE-NMK1003,2019-07-12,2019-07-17,2019-07-21,West,Linde ,Connecticut,Outdoor Decor,2,0.15,1078.7,679.581
Distributor,WARE-NMK1003,2019-07-12,2019-08-03,2019-08-13,Northeast,Procter Corp,Illinois,Photo Frames,7,0.1,3189.2,2423.792
Distributor,WARE-PUJ1005,2019-07-12,2019-08-01,2019-08-08,Northeast,Eminence Corp,Texas,Bar Tools,7,0.05,810.7,664.774
In-Store,WARE-NMK1003,2019-07-12,2019-07-24,2019-07-30,Northeast,Eminence Corp,Illinois,Platters,4,0.05,3819,2062.26
Wholesale,WARE-NMK1003,2019-07-13,2019-07-28,2019-08-03,Northeast,New Ltd,Illinois,Computers,8,0.075,3564.4,2566.368
Distributor,WARE-NMK1003,2019-07-13,2019-07-29,2019-08-07,Northeast,"Fenwal, Corp",Indiana,Audio,1,0.05,2351.7,1011.231
Online,WARE-UHY1004,2019-07-13,2019-07-28,2019-08-03,Midwest,Trigen ,Nebraska,Photo Frames,1,0.3,1165.8,827.718
Online,WARE-NMK1003,2019-07-13,2019-07-30,2019-08-04,West,"Fenwal, Corp",Florida,Phones,7,0.05,1112.2,633.954
Online,WARE-UHY1004,2019-07-13,2019-08-07,2019-08-09,Midwest,Sundial ,Michigan,Home Fragrances,5,0.1,877.7,623.167
In-Store,WARE-PUJ1005,2019-07-14,2019-08-05,2019-08-07,Midwest,Mylan Corp,Tennessee,Audio,6,0.15,1788.9,1431.12
Distributor,WARE-NMK1003,2019-07-14,2019-08-07,2019-08-10,Northeast,AuroMedics Corp,Georgia,Collectibles,3,0.075,2546,1374.84
Online,WARE-NBV1002,2019-07-14,2019-08-07,2019-08-17,West,AuroMedics Corp,California,Bean Bags,2,0.05,2465.6,1725.92
Wholesale,WARE-PUJ1005,2019-07-14,2019-07-17,2019-07-24,Northeast,"Exact-Rx, Corp",Oregon,Bean Bags,1,0.15,5956.3,4228.973
Online,WARE-PUJ1005,2019-07-14,2019-08-08,2019-08-11,West,OUR Ltd,Rhode Island,Sculptures,5,0.05,1072,686.08
Online,WARE-MKL1006,2019-07-14,2019-07-17,2019-07-22,West,Qualitest ,Texas,Collectibles,8,0.1,978.2,674.958
In-Store,WARE-UHY1004,2019-07-14,2019-07-26,2019-08-05,Northeast,Trigen ,Maryland,Bar Tools,5,0.2,180.9,79.596
Distributor,WARE-NMK1003,2019-07-14,2019-07-20,2019-07-28,Midwest,Weimei Corp,Connecticut,Sculptures,1,0.05,857.6,428.8
Online,WARE-MKL1006,2019-07-14,2019-08-01,2019-08-11,Midwest,Weimei Corp,Utah,Rugs,1,0.075,5755.3,3740.945
Distributor,WARE-PUJ1005,2019-07-14,2019-07-24,2019-07-29,Northeast,"Elorac, Corp",Ohio,Serveware,8,0.075,2485.7,1988.56
In-Store,WARE-NMK1003,2019-07-15,2019-07-28,2019-08-06,Midwest,S.S.S. Group,Kentucky,TV and video,1,0.1,864.3,639.582
In-Store,WARE-XYS1001,2019-07-15,2019-07-18,2019-07-25,West,Pure Group,California,Wall Frames,8,0.075,817.4,498.614
In-Store,WARE-NMK1003,2019-07-15,2019-07-19,2019-07-20,West,Prasco Group,Illinois,Platters,5,0.075,1038.5,675.025
In-Store,WARE-NMK1003,2019-07-15,2019-07-17,2019-07-26,Midwest,OHTA'S Corp,Florida,Clocks,4,0.15,1092.1,928.285
Online,WARE-PUJ1005,2019-07-15,2019-07-27,2019-08-05,Midwest,Ole Group,Tennessee,Computers,3,0.075,3825.7,1912.85
Online,WARE-PUJ1005,2019-07-15,2019-07-21,2019-07-24,Midwest,Pacific Ltd,Rhode Island,Cocktail Glasses,2,0.1,167.5,128.975
Distributor,WARE-NBV1002,2019-07-15,2019-08-09,2019-08-13,Midwest,Burt's Corp,California,Bean Bags,7,0.075,3939.6,2127.384
In-Store,WARE-XYS1001,2019-07-15,2019-08-05,2019-08-06,Northeast,Qualitest ,California,Candles,5,0.15,261.3,167.232
In-Store,WARE-UHY1004,2019-07-15,2019-07-22,2019-07-25,Midwest,Medline ,North Carolina,Platters,5,0.15,2385.2,1454.972
In-Store,WARE-NBV1002,2019-07-15,2019-08-02,2019-08-12,South,21st Ltd,California,Basketball,1,0.4,3865.9,3131.379
In-Store,WARE-PUJ1005,2019-07-16,2019-08-02,2019-08-07,Midwest,WakeFern ,Pennsylvania,Bean Bags,5,0.05,3832.4,1571.284
In-Store,WARE-NMK1003,2019-07-16,2019-07-29,2019-08-05,South,Avon Corp,Florida,Cookware,2,0.1,3852.5,2658.225
Online,WARE-XYS1001,2019-07-16,2019-07-22,2019-07-27,West,Mylan Corp,Alabama,Furniture Cushions,1,0.075,214.4,137.216
Online,WARE-PUJ1005,2019-07-16,2019-07-25,2019-08-04,Northeast,Niconovum Corp,Tennessee,Audio,5,0.2,254.6,178.22
Distributor,WARE-MKL1006,2019-07-16,2019-08-01,2019-08-08,Midwest,Capweld ,Virginia,Bakeware,5,0.3,1092.1,436.84
In-Store,WARE-MKL1006,2019-07-17,2019-08-02,2019-08-07,Northeast,Pacific Ltd,Utah,Floral,2,0.1,1688.4,911.736
In-Store,WARE-NMK1003,2019-07-17,2019-08-04,2019-08-08,West,Avon Corp,California,Wreaths,2,0.15,3021.7,1269.114
Online,WARE-NMK1003,2019-07-17,2019-07-25,2019-08-01,South,Llorens Ltd,Connecticut,Cocktail Glasses,8,0.4,3926.2,2866.126
In-Store,WARE-NBV1002,2019-07-17,2019-07-27,2019-08-04,Northeast,OUR Ltd,California,Candleholders,1,0.15,2257.9,1241.845
Online,WARE-NMK1003,2019-07-17,2019-08-12,2019-08-21,Midwest,Bare ,Florida,Floor Lamps,2,0.05,2586.2,2172.408
In-Store,WARE-PUJ1005,2019-07-17,2019-07-26,2019-07-30,West,Dharma Ltd,New York,Sculptures,1,0.05,1065.3,617.874
In-Store,WARE-MKL1006,2019-07-17,2019-07-31,2019-08-04,Northeast,Uriel Group,Washington,Accessories,5,0.075,3075.3,1322.379
In-Store,WARE-PUJ1005,2019-07-17,2019-07-19,2019-07-29,Northeast,"Apotheca, Ltd",South Carolina,Stemware,7,0.05,1165.8,547.926
Online,WARE-MKL1006,2019-07-17,2019-08-05,2019-08-09,South,"Fenwal, Corp",Virginia,Dinnerware,3,0.075,5875.9,2467.878
Wholesale,WARE-XYS1001,2019-07-18,2019-07-26,2019-07-27,Northeast,Nipro ,Arizona,Blankets,3,0.075,207.7,145.39
Wholesale,WARE-MKL1006,2019-07-18,2019-08-05,2019-08-07,South,Nipro ,Virginia,Basketball,2,0.1,1038.5,872.34
In-Store,WARE-PUJ1005,2019-07-18,2019-08-13,2019-08-16,Midwest,Niconovum Corp,New York,Table Lamps,1,0.4,6023.3,4758.407
In-Store,WARE-PUJ1005,2019-07-18,2019-07-24,2019-07-30,Northeast,Qualitest ,Tennessee,Bean Bags,5,0.05,964.8,501.696
Distributor,WARE-PUJ1005,2019-07-18,2019-08-02,2019-08-05,South,Linde ,Texas,Bar Tools,7,0.4,2371.8,1351.926
Online,WARE-NMK1003,2019-07-18,2019-08-07,2019-08-15,South,Ei ,Connecticut,Clocks,5,0.2,884.4,742.896
Wholesale,WARE-NBV1002,2019-07-18,2019-08-08,2019-08-12,Northeast,Apollo Ltd,California,Blankets,7,0.05,2941.3,2058.91
In-Store,WARE-NMK1003,2019-07-18,2019-08-04,2019-08-08,Northeast,S.S.S. Group,Colorado,Platters,1,0.05,1762.1,1251.091
In-Store,WARE-XYS1001,2019-07-18,2019-08-12,2019-08-17,West,Nipro ,California,Pillows,3,0.05,6398.5,5118.8
Wholesale,WARE-NMK1003,2019-07-19,2019-08-11,2019-08-14,Northeast,Select ,Florida,Bean Bags,7,0.2,1963.1,1197.491
In-Store,WARE-NMK1003,2019-07-19,2019-08-01,2019-08-09,Midwest,ETUDE Ltd,Florida,Table Lamps,1,0.1,1038.5,654.255
In-Store,WARE-XYS1001,2019-07-19,2019-08-12,2019-08-19,Midwest,Bare ,California,Rugs,7,0.05,1226.1,674.355
In-Store,WARE-MKL1006,2019-07-19,2019-07-22,2019-07-23,Midwest,Niconovum Corp,Virginia,Bakeware,1,0.15,1219.4,841.386
In-Store,WARE-UHY1004,2019-07-19,2019-07-21,2019-07-24,West,Pure Group,New Jersey,TV and video,6,0.3,5748.6,2989.272
Distributor,WARE-MKL1006,2019-07-19,2019-07-31,2019-08-03,South,Trigen ,Virginia,Stemware,6,0.2,777.2,334.196
In-Store,WARE-MKL1006,2019-07-19,2019-07-26,2019-07-27,West,Nipro ,Wisconsin,Wall Coverings,3,0.15,917.9,761.857
In-Store,WARE-NMK1003,2019-07-19,2019-08-15,2019-08-23,West,Uriel Group,Indiana,Stemware,6,0.15,1051.9,462.836
In-Store,WARE-PUJ1005,2019-07-19,2019-08-11,2019-08-15,Northeast,21st Ltd,New York,Furniture Cushions,5,0.1,1132.3,679.38
Distributor,WARE-PUJ1005,2019-07-19,2019-07-24,2019-08-02,Northeast,Dharma Ltd,New York,Bathroom Furniture,1,0.15,6164,3020.36
In-Store,WARE-PUJ1005,2019-07-19,2019-07-22,2019-07-29,West,Nipro ,Texas,Clocks,4,0.05,2539.3,2082.226
Distributor,WARE-UHY1004,2019-07-20,2019-08-09,2019-08-15,Midwest,OHTA'S Corp,New Jersey,Wardrobes,5,0.15,6117.1,3792.602
Online,WARE-NMK1003,2019-07-20,2019-07-28,2019-08-06,South,Qualitest ,Georgia,Wreaths,1,0.075,3852.5,2465.6
Online,WARE-UHY1004,2019-07-20,2019-08-02,2019-08-10,Midwest,OHTA'S Corp,Nebraska,Floor Lamps,3,0.05,3832.4,2069.496
In-Store,WARE-PUJ1005,2019-07-20,2019-08-03,2019-08-10,Northeast,New Ltd,South Dakota,Outdoor Decor,8,0.1,1125.6,799.176
In-Store,WARE-PUJ1005,2019-07-20,2019-07-24,2019-07-29,Midwest,Ascend Ltd,South Carolina,Festive,6,0.05,3088.7,1420.802
In-Store,WARE-XYS1001,2019-07-20,2019-08-05,2019-08-09,West,"Apotheca, Ltd",California,Wardrobes,6,0.05,1038.5,841.185
Online,WARE-UHY1004,2019-07-20,2019-08-02,2019-08-08,South,Wuxi Group,Minnesota,Outdoor Decor,7,0.1,757.1,431.547
Distributor,WARE-NMK1003,2019-07-20,2019-07-25,2019-07-26,Northeast,Ei ,Florida,Outdoor Decor,7,0.05,214.4,100.768
In-Store,WARE-NMK1003,2019-07-21,2019-08-14,2019-08-16,West,Victory Ltd,Illinois,Furniture Cushions,4,0.05,750.4,607.824
Online,WARE-UHY1004,2019-07-21,2019-08-17,2019-08-23,West,Dharma Ltd,North Carolina,Dining Furniture,6,0.2,1045.2,606.216
Online,WARE-NMK1003,2019-07-21,2019-08-03,2019-08-09,South,"Exact-Rx, Corp",Colorado,Cocktail Glasses,6,0.05,194.3,163.212
In-Store,WARE-NMK1003,2019-07-21,2019-08-13,2019-08-14,Northeast,Ascend Ltd,Georgia,Baseball,7,0.075,234.5,147.735
In-Store,WARE-NMK1003,2019-07-21,2019-08-02,2019-08-03,Midwest,"Apotheca, Ltd",Illinois,Wreaths,4,0.075,3597.9,2698.425
Online,WARE-NMK1003,2019-07-21,2019-07-31,2019-08-02,Midwest,OHTA'S Corp,Florida,Table Lamps,4,0.1,790.6,387.394
Online,WARE-NBV1002,2019-07-21,2019-07-30,2019-08-01,Midwest,Pure Group,California,Floor Lamps,5,0.1,6177.4,3891.762
Online,WARE-NBV1002,2019-07-21,2019-08-18,2019-08-28,South,Apollo Ltd,California,Dinnerware,6,0.075,1112.2,544.978
Wholesale,WARE-XYS1001,2019-07-21,2019-07-29,2019-08-05,South,S.S.S. Group,Arizona,Cookware,1,0.1,1822.4,1530.816
Online,WARE-XYS1001,2019-07-21,2019-07-28,2019-08-03,South,Trigen ,Arizona,Sculptures,5,0.05,737,302.17
In-Store,WARE-NMK1003,2019-07-21,2019-07-31,2019-08-06,Northeast,E. Ltd,Indiana,Wall Frames,1,0.1,790.6,656.198
In-Store,WARE-MKL1006,2019-07-21,2019-08-11,2019-08-14,South,Select ,Texas,Audio,7,0.05,1011.7,505.85
Distributor,WARE-NMK1003,2019-07-22,2019-08-17,2019-08-26,Northeast,Pacific Ltd,Illinois,Table Lamps,2,0.05,1165.8,489.636
In-Store,WARE-NMK1003,2019-07-22,2019-07-29,2019-08-04,Northeast,Winthrop ,Georgia,Bakeware,2,0.075,2211,1392.93
In-Store,WARE-XYS1001,2019-07-22,2019-07-31,2019-08-10,Northeast,ETUDE Ltd,Arizona,TV and video,2,0.075,750.4,487.76
In-Store,WARE-PUJ1005,2019-07-22,2019-07-27,2019-08-04,West,Qualitest ,Tennessee,TV and video,8,0.075,1051.9,725.811
Distributor,WARE-UHY1004,2019-07-22,2019-08-07,2019-08-17,Midwest,Trigen ,New Jersey,Collectibles,7,0.1,5427,3201.93
Online,WARE-MKL1006,2019-07-22,2019-08-14,2019-08-21,South,E. Ltd,Washington,Platters,3,0.1,2505.8,1854.292
In-Store,WARE-NMK1003,2019-07-22,2019-07-30,2019-08-03,West,Dharma Ltd,Kentucky,Furniture Cushions,3,0.075,3162.4,2624.792
Wholesale,WARE-UHY1004,2019-07-22,2019-07-29,2019-08-06,Northeast,Capweld ,Missouri,Ornaments,1,0.05,3122.2,1717.21
Online,WARE-UHY1004,2019-07-22,2019-08-14,2019-08-18,West,Medsep Group,Massachusetts,Phones,2,0.15,1125.6,450.24
In-Store,WARE-MKL1006,2019-07-22,2019-08-01,2019-08-04,Midwest,Sundial ,Virginia,Floral,3,0.05,2385.2,1311.86
Online,WARE-PUJ1005,2019-07-22,2019-08-17,2019-08-21,West,Bare ,Texas,Stemware,8,0.15,3832.4,2376.088
In-Store,WARE-PUJ1005,2019-07-22,2019-08-12,2019-08-17,Midwest,"3LAB, Ltd",Texas,Clocks,1,0.15,1762.1,722.461
In-Store,WARE-MKL1006,2019-07-23,2019-07-31,2019-08-02,Northeast,Eminence Corp,Texas,Platters,4,0.075,978.2,469.536
In-Store,WARE-NMK1003,2019-07-23,2019-08-15,2019-08-23,Northeast,Rochester Ltd,Florida,Clocks,6,0.1,3825.7,2218.906
In-Store,WARE-NMK1003,2019-07-23,2019-08-10,2019-08-18,South,Amylin Group,Colorado,Bean Bags,3,0.05,737,582.23
In-Store,WARE-NBV1002,2019-07-23,2019-08-15,2019-08-20,Northeast,Wuxi Group,California,Bedroom Furniture,3,0.075,1969.8,1260.672
In-Store,WARE-NBV1002,2019-07-23,2019-08-12,2019-08-15,Northeast,"Exact-Rx, Corp",California,Baseball,4,0.05,1058.6,423.44
In-Store,WARE-UHY1004,2019-07-23,2019-07-29,2019-08-08,Northeast,Wuxi Group,Michigan,Collectibles,7,0.075,180.9,72.36
Online,WARE-PUJ1005,2019-07-23,2019-07-26,2019-07-29,Midwest,WakeFern ,Texas,Platters,8,0.3,2519.2,1964.976
Online,WARE-PUJ1005,2019-07-23,2019-08-12,2019-08-15,West,OHTA'S Corp,Oregon,Outdoor Decor,3,0.075,3839.1,2073.114
Wholesale,WARE-XYS1001,2019-07-24,2019-08-14,2019-08-22,West,Ohio ,California,Candleholders,7,0.075,5226,3814.98
Online,WARE-MKL1006,2019-07-24,2019-08-16,2019-08-19,Midwest,Prasco Group,Virginia,Candles,1,0.075,268,217.08
In-Store,WARE-MKL1006,2019-07-24,2019-08-02,2019-08-03,Northeast,Qualitest ,Texas,Candleholders,3,0.075,1742,1027.78
Online,WARE-NMK1003,2019-07-24,2019-08-16,2019-08-19,South,WakeFern ,Florida,Accessories,7,0.05,871,435.5
In-Store,WARE-UHY1004,2019-07-24,2019-08-09,2019-08-11,Northeast,"Elorac, Corp",North Carolina,Stemware,1,0.2,247.9,138.824
Distributor,WARE-PUJ1005,2019-07-24,2019-08-08,2019-08-10,West,Ole Group,Texas,Bedroom Furniture,2,0.075,1869.3,915.957
In-Store,WARE-UHY1004,2019-07-24,2019-07-30,2019-08-03,Northeast,Ohio ,Montana,Pillows,6,0.05,2579.5,1160.775
In-Store,WARE-NBV1002,2019-07-24,2019-07-27,2019-08-05,South,"3LAB, Ltd",California,Wall Coverings,8,0.075,1956.4,1212.968
Online,WARE-UHY1004,2019-07-24,2019-08-07,2019-08-12,Midwest,Pacific Ltd,Louisiana,Bathroom Furniture,1,0.05,2519.2,1864.208
In-Store,WARE-PUJ1005,2019-07-25,2019-08-02,2019-08-04,South,U.S. Ltd,Texas,Pillows,1,0.4,797.3,597.975
Online,WARE-UHY1004,2019-07-25,2019-08-04,2019-08-11,South,S.S.S. Group,North Carolina,Bean Bags,3,0.075,5366.7,3542.022
In-Store,WARE-NMK1003,2019-07-25,2019-08-06,2019-08-09,Northeast,S.S.S. Group,Florida,Ornaments,3,0.2,3343.3,1370.753
In-Store,WARE-UHY1004,2019-07-25,2019-08-08,2019-08-13,Northeast,Pacific Ltd,North Carolina,Furniture Cushions,2,0.2,3939.6,2836.512
Distributor,WARE-XYS1001,2019-07-25,2019-08-17,2019-08-18,Midwest,O.E. Ltd,California,Floral,5,0.075,2659.9,1542.742
Online,WARE-PUJ1005,2019-07-26,2019-08-04,2019-08-07,West,Bare ,Ohio,Bean Bags,4,0.1,737,405.35
Online,WARE-UHY1004,2019-07-26,2019-08-01,2019-08-09,West,Ole Group,Michigan,Floor Lamps,4,0.075,3108.8,2549.216
Wholesale,WARE-NMK1003,2019-07-26,2019-08-12,2019-08-17,West,Ei ,Indiana,Rugs,5,0.3,3423.7,2191.168
In-Store,WARE-NBV1002,2019-07-26,2019-08-06,2019-08-07,West,Pacific Ltd,California,Blankets,1,0.05,180.9,121.203
Online,WARE-PUJ1005,2019-07-26,2019-08-14,2019-08-19,Midwest,Medline ,Ohio,Bathroom Furniture,8,0.05,1232.8,505.448
Distributor,WARE-NMK1003,2019-07-26,2019-08-03,2019-08-09,Midwest,Niconovum Corp,Louisiana,Collectibles,7,0.075,6311.4,3218.814
Online,WARE-PUJ1005,2019-07-26,2019-08-01,2019-08-02,Midwest,New Ltd,Texas,Sculptures,4,0.15,1072,728.96
In-Store,WARE-PUJ1005,2019-07-26,2019-08-19,2019-08-24,Midwest,O.E. Ltd,Ohio,Furniture Cushions,7,0.075,268,155.44
Online,WARE-UHY1004,2019-07-27,2019-08-01,2019-08-06,Northeast,Llorens Ltd,Massachusetts,Ornaments,7,0.05,951.4,627.924
Online,WARE-UHY1004,2019-07-27,2019-08-07,2019-08-13,Northeast,Amylin Group,North Carolina,Cookware,5,0.1,2592.9,2203.965
Online,WARE-NMK1003,2019-07-27,2019-08-12,2019-08-20,Midwest,E. Ltd,Florida,Ornaments,6,0.075,1159.1,741.824
Online,WARE-NBV1002,2019-07-27,2019-08-21,2019-08-30,West,Pure Group,California,Wardrobes,1,0.075,2532.6,1646.19
In-Store,WARE-UHY1004,2019-07-27,2019-08-20,2019-08-26,West,Trigen ,Michigan,Pendants,6,0.2,1996.6,1557.348
Wholesale,WARE-UHY1004,2019-07-27,2019-08-16,2019-08-21,West,E. Ltd,North Carolina,Photo Frames,5,0.075,1051.9,610.102
Online,WARE-NMK1003,2019-07-27,2019-08-05,2019-08-13,West,"Apotheca, Ltd",Illinois,Rugs,2,0.15,1842.5,773.85
Distributor,WARE-PUJ1005,2019-07-27,2019-08-12,2019-08-13,Midwest,Llorens Ltd,Oregon,Bathroom Furniture,5,0.1,2438.8,1926.652
Online,WARE-NMK1003,2019-07-28,2019-08-03,2019-08-13,Midwest,AuroMedics Corp,Iowa,Wreaths,2,0.15,3999.9,2279.943
In-Store,WARE-PUJ1005,2019-07-28,2019-08-25,2019-08-29,South,Victory Ltd,Texas,Floor Lamps,6,0.075,3892.7,2413.474
In-Store,WARE-XYS1001,2019-07-28,2019-08-15,2019-08-23,Midwest,Ole Group,California,Platters,3,0.1,3959.7,3048.969
In-Store,WARE-NMK1003,2019-07-28,2019-08-12,2019-08-14,South,Procter Corp,Florida,Vases,4,0.05,6204.2,4963.36
In-Store,WARE-UHY1004,2019-07-28,2019-08-07,2019-08-16,Northeast,Apollo Ltd,North Dakota,Home Fragrances,2,0.075,1098.8,791.136
In-Store,WARE-NMK1003,2019-07-28,2019-08-12,2019-08-13,Midwest,O.E. Ltd,Illinois,Phones,4,0.2,1916.2,1398.826
In-Store,WARE-NMK1003,2019-07-28,2019-08-20,2019-08-25,Midwest,S.S.S. Group,Louisiana,Home Fragrances,8,0.1,3986.5,3149.335
Online,WARE-NMK1003,2019-07-29,2019-08-01,2019-08-11,Northeast,Nipro ,Illinois,Computers,7,0.15,2532.6,1874.124
Distributor,WARE-NBV1002,2019-07-29,2019-08-24,2019-08-29,Midwest,OUR Ltd,California,Photo Frames,4,0.075,1011.7,566.552
Online,WARE-MKL1006,2019-07-29,2019-08-07,2019-08-10,South,ETUDE Ltd,Washington,Vanities,8,0.05,6331.5,2975.805
Distributor,WARE-MKL1006,2019-07-29,2019-08-24,2019-08-25,Northeast,Burt's Corp,Washington,Wall Coverings,2,0.3,5413.6,3735.384
In-Store,WARE-NMK1003,2019-07-29,2019-08-16,2019-08-24,Midwest,Uriel Group,Connecticut,Bean Bags,8,0.1,234.5,136.01
Distributor,WARE-NMK1003,2019-07-29,2019-08-03,2019-08-12,Northeast,Trigen ,Florida,Accessories,5,0.2,241.2,168.84
In-Store,WARE-NMK1003,2019-07-29,2019-08-17,2019-08-20,Northeast,Winthrop ,Connecticut,Cookware,5,0.075,247.9,168.572
Online,WARE-UHY1004,2019-07-29,2019-08-18,2019-08-27,Midwest,Ei ,Nevada,Blankets,6,0.3,6559.3,3345.243
